"objet,""id_objet"",""id_forum"",""Date"",""Heure"",""Titre"",""Texte"",""Auteur"",""Email"",""Statut""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979453"",""24/07/2023"",""18:29"",""avis favorable au projet de décret relatif à la reduction et à l'indemnisation des degats de grand gibier"",""j'émets un avis favorable à ce projet d'arrêté qui va dans le bon sens paysan. Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ; Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217;appât, meilleur encadrement de l&#8217;agrainage dissuasif) ; Ils clarifient et simplifient la procédure d&#8217;indemnisation des dégâts de grand gibier (retour à un seuil de franchise unique à 150 euros par an et par campagne cynégétique, meilleur encadrement des expertises, ajout d&#8217;une possibilité de contre-expertise, limitation du recours à la CNI notamment quand il y a unanimité en CDCFS) ;"  Ils améliorent le dialogue et suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national.  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979464"",""24/07/2023"",""18:33"",""avis favorable au  décret relatif à la reduction et à l'indemnisation des degats de grand gibier"",""j'émets un avis favorable à ce projet d'arrêté qui va dans le bon sens paysan. Ce texte traduit l&#8217";accord signé entre les agriculteurs et les chasseurs  Il instaure une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales  Il clarifie et simplifie la procédure d&#8217;indemnisation des dégâts de grand gibier (retour à un seuil de franchise unique à 150 euros par an et par campagne cynégétique, meilleur encadrement des expertises, ajout d&#8217;une possibilité de contre-expertise, limitation du recours à la CNI notamment quand il y a unanimité en CDCFS) ;"  Il améliore le dialogue et suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national.  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979468"",""24/07/2023"",""18:34"",""avis favorable"",""Le rôle des chasseurs est essentiel dans la gestion des grands pieds."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979486"",""24/07/2023"",""18:38"",""Avis favorable"",""L'humain est le seul prédateur capable d'adapter ses prélèvements en fonction des dégâts, certes, mais aussi de l'équilibre écologique"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979503"",""24/07/2023"",""18:45"",""Avis favorable"",""Un terrain d'entente a été trouvé au sein du milieu rural, faut le pérenniser. La gestion du grand gibier et les indemnisations des dégâts passe par ce nouveau décret "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979505"",""24/07/2023"",""18:45"",""avis favorable pour ce texte "",""    sans commentaires, tout est dit dans le projet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979513"",""24/07/2023"",""18:48"",""Avis favorable"",""Pas de commentaire et avis plus que favorable !"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979526"",""24/07/2023"",""18:54"",""Projet de décret relatif à la réduction et à indemnisation des dégâts de gibier"",""Je suis favorable "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979530"",""24/07/2023"",""18:56"",""Avis favorable "",""Enfin un décret liant chasseurs et paysans de façon pérenne et intelligente. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979534"",""24/07/2023"",""18:58"",""projet decret"",""Avis  favorable  , c est bien par le dialogue que l on trouve le solutions d'accord "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979552"",""24/07/2023"",""19:08"",""Décret indemnisation dégâts gibiers"",""Favorable et enfin une entente, à sauvegarder biensûr "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979556"",""24/07/2023"",""19:10"",""AVIS FAVORABLE"",""dans les départements où les chasseurs le demandent, ils doivent pouvoir également utiliser la chevrotine pour améliorer la régulation des sangliers dans des territoires particuliers tels que le maquis, les zones péri urbaines etc..., sans que cela mette en péril la sécurité à la chasse."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979569"",""24/07/2023"",""19:16"",""Avis favorable"",""Je suis pour la mise en place de cette arrêté qui permet d'avancer dans le bon sens pour les difficultés financières agricoles liés aux dégâts du grand gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979581"",""24/07/2023"",""19:22"",""Avis favorable "",""Les dégâts doivent être réduits et évités autant que possible et indemnisés à leur juste valeur et car le rapport entre le monde agricole et cynégétique doit être apaisé surtout en ces temps de dénigrement des deux parties. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979586"",""24/07/2023"",""19:23"",""indemnisation degats grand gibier"",""favorable au decret juste une question de bon sens"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979588"",""24/07/2023"",""19:24"","" Décret indemnisation dégâts gibiers"",""Qui mieux que les Chasseurs avec les Agriculteurs et les Elus Ruraux sont à même d'apprécier et gérer les populations de sangliers  Favorable au décret"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979595"",""24/07/2023"",""19:27"",""AVIS FAVORABLE"",""Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217";appât, meilleur encadrement de l&#8217;"agrainage dissuasif, affût)"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979599"",""24/07/2023"",""19:30"",""totalement défavorable"",""Chaque être vivant fait partie de notre système, il est hors de question que les chasseurs se permettent d'anéantir ce que la création nous a laissé en héritage. Je suis totalement contre toutes mesures favorables aux chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979607"",""24/07/2023"",""19:33"",""Avis  favorable "",""L'utilisation de la chevrotine et mieux "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979614"",""24/07/2023"",""19:38"",""Projet d&#8217";"arrêté sur les dégâts de grand gibier"",""Je suis favorable à ce texte car tous les moyens doivent être utilisés pour limiter les dégâts "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979625"",""24/07/2023"",""19:42"",""Avis favorable"",""Avis favorable pour cet arrête qui va dans le bon sens, l emploi des chevrotines peut être une solution dans des endroits difficiles et le procedure d indemnisation me semble plus claire"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979626"",""24/07/2023"",""19:42"",""Avis favorable"",""&#8226";"	Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ; &#8226;"	Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217";appât, meilleur encadrement de l&#8217;agrainage dissuasif) ; &#8226;"	Ils clarifient et simplifient la procédure d&#8217";indemnisation des dégâts de grand gibier (retour à un seuil de franchise unique à 150 euros par an et par campagne cynégétique, meilleur encadrement des expertises, ajout d&#8217;une possibilité de contre-expertise, limitation du recours à la CNI notamment quand il y a unanimité en CDCFS) ;  &#8226;"	Ils améliorent le dialogue et suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national. &#8226";"	Les départements où les chasseurs le demandent doivent pouvoir également utiliser la chevrotine pour améliorer la régulation des sangliers dans des territoires particuliers (maquis, zones péri urbaines), sans que cela mette en péril la sécurité à la chasse. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979651"",""24/07/2023"",""19:54"",""Participation à la consultation  Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Avis favorable. Ces textes sont la traduction de l'accord signé entre les agriculteurs et les chasseurs le premier mars 2023"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979657"",""24/07/2023"",""19:56"",""dégats"",""Les chasseurs ne sont nul responsables des dégats fait "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979677"",""24/07/2023"",""20:05"",""Avis Favorable"",""AVIS FAVORABLE Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ;","","",publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979683"",""24/07/2023"",""20:07"",""Avis Favorable"",""Avis Favorable. Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ;","","",publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979712"",""24/07/2023"",""20:19"",""Dégâts grand gibier "",""Pour le tir à la chevrotine car il permet une meilleure régulation et aussi plus sécuritaire surtout en zone urbaine et de plaine "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979716"",""24/07/2023"",""20:21"",""Avis favorable"",""Le bon choix pour le milieu. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979733"",""24/07/2023"",""20:28"",""Avis favorable "",""Cela traduit bien l'accord entre agriculteurs et chasseurs. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979745"",""24/07/2023"",""20:33"",""Dégâts de gibier "",""Tout à fait d'accord pour officialiser l'accord entre chasseurs agriculteurs état "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979767"",""24/07/2023"",""20:46"",""Avis favorable"",""Avis favorable. Cela permet d&#8217";"améliorer le dialogue et le suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979769"",""24/07/2023"",""20:47"",""Avis favorable "",""c est bien par le dialogue que l on trouve le solutions d&#8217";"accord."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979771"",""24/07/2023"",""20:47"",""Avis favorable "",""C'est  est bien par le dialogue que l on trouve le solutions d&#8217";"accord."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979785"",""24/07/2023"",""20:57"",""Favorable"",""cela traduit l&#8217";"accord signé entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979793"",""24/07/2023"",""21:00"",""Dégâts grand gibier "",""Avis favorable  Ces textes sont conforment à  l'accord signé par les chasseurs/agriculteurs "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979810"",""24/07/2023"",""21:07"",""Avis favorable au projet de décret relatif l&#8217";"indemnisation des dégâts de grand gibier "",""Vu l&#8217";"accord trouvé entre agriculteurs et chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979817"",""24/07/2023"",""21:10"",""Réduction indemnisation "",""Je donne un avs favorable au projet de réduction d&#8217";"indemnisation des dégâts de gibier. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979855"",""24/07/2023"",""21:26"",""Favorable "",""Je suis favorable à ce texte car tous les moyens doivent être utilisés pour limiter les dégâts dû au grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979868"",""24/07/2023"",""21:32"",""Avis favorable au projet de décret "",""Il instaure une nouvelle boîte à outils pour limiter les dégâts de sanglier en fonction des circonstances locales "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979877"",""24/07/2023"",""21:36"",""Avis Favorable au projet d'autorisation d'usage de la Chevrotine "",""Je suis favorable a l'usage de la chevrotine car après plusieurs années de recherche les résultats montrent quelle est moins accidentogéne que des calibres de carabines ou des balles de fusil à canon lisse. Elle permet plus d'efficacité dans des milieux trés denses et presque bouchés comme le maquis, donc trés efficace pour des tirs de gestions de populations  et permet ainsi de minimiser les dégâts a indemniser , de plus elle est trés demandée par les acteurs locaux car largement utiliser par leurs pères avec des succès d'usages prouvés."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979883"",""24/07/2023"",""21:38"",""Avis favorable "",""Je suis pour , les agriculteurs et chasseurs sont les mieux placés pour ce sujet !!"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979907"",""24/07/2023"",""21:45"",""Réduction indemnisation"",""Avis favorable aux textes."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979910"",""24/07/2023"",""21:47"",""reduction et à la réduction etl'indemnisation des dégats de grands gibiers"",""Avis favorable c'est un commun accord entre les agriculteurs et chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979915"",""24/07/2023"",""21:49"",""Avis favorable "",""Toutes ces mesures permettront une meilleure gestion de la problématique dégâts !"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979919"",""24/07/2023"",""21:50"",""reduction et à la réduction etl'indemnisation des dégats de grands gibiers"",""Avis favorable pour la réduction et l'indemnisation des dégats de grands gibiers"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979923"",""24/07/2023"",""21:51"",""j'émets un avis favorable"",""là où les chasseurs le demandent, ils doivent pouvoir également utiliser la chevrotine pour améliorer la régulation des sangliers dans des territoires particuliers (maquis, zones péri urbaines), sans que cela mette en péril la sécurité à la chasse."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""979928"",""24/07/2023"",""21:53"",""J'apporte mon avis favorable à ce projet"",""Bravos les durs travaux de concertations ont pu porter des fruits constructifs entre les agriculteurs et les chasseurs  depuis le mois de Mars. Il confirme les éléments nécessaires pour la gestion et la limitation des dégâts des sangliers  en fonctions des besoins spécifiques locaux , en permettant la planifications de réunions pour l'études des résultats Merci  Patrick"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
